id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
5344,SPELT FLOUR,스펠트밀가루,,A1001299000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5345,,스펠트밀씨앗,,A1001299320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5346,SPELT FLAKE,스펠트밀플레이크,,A1001299000051,식품원료,원료이기에 사용기준 없음,,사용가능,
5347,"SPRUCE NEEDLES, TWIGS",스프루스,,A1002658000000,식품원료,원료이기에 사용기준 없음,,사용불가,
5348,SPIRULINA,스피루리나,,A3000877000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5349,SPIRULINA CONCENTRATE POWDER,스피루리나농축분말,,A3000877000801,식품원료,원료이기에 사용기준 없음,,사용가능,
5350,스피룰리나농축액,스피루리나농축액,,A3000877000814,식품원료,원료이기에 사용기준 없음,,사용가능,
5351,,스피루리나분말,,A3000877000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5352,,스피루리나속 조류(고시형),,C2000019000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5353,,스피루리나주스,,A3000877000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5354,Spirulina concentrate,스피루리나추출물,,A3000877004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5355,SPIRULINA COLOR,스피룰리나색소,,B2000037000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5356,,스피카툼꽃생강열매,,A1005144230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5357,NECTARINE,승도열매,,A1003108930000,식품원료,원료이기에 사용기준 없음,,사용가능,
5358,PASSION FLOWER,시계꽃,,A1001305000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5359,PASSION FLOWER POWDER,시계꽃분말,,A1001305000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5360,,시계꽃열매,,A1001305230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5361,,시계꽃열매추출분말,,A1001305234501,식품원료,원료이기에 사용기준 없음,,사용가능,
5362,PASSION FLOWER LEAVES,시계꽃잎,,A1001305380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5363,PASSION FLOWER LEAVES EXTRACT,시계꽃잎추출물,,A1054026384500,식품원료,원료이기에 사용기준 없음,,사용가능,
5364,,시계꽃주스,,A1001305000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5365,PASSION FLOWER EXTRACT,시계꽃추출물,,A1001305004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5366,SPINACH,시금치,,A1001306000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5367,SPINACH CONCENTRATE,시금치농축물,,A1001306000800,식품원료,원료이기에 사용기준 없음,,사용가능,
5368,,시금치농축액,,A1001306000814,식품원료,원료이기에 사용기준 없음,,사용가능,
5369,SPINACH POWDER,시금치분말,,A1001306000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5370,,시금치잎,,A1001306380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5371,SPINACH JUICE,시금치주스,,A1001306000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5372,SPINACH EXTRACT,시금치추출물,,A1001306004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5373,,시금치추출물분말,,A1001306004501,식품원료,원료이기에 사용기준 없음,,사용가능,
5374,SPINACH PULP,시금치펄프,,A1054140000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5375,SPINACH PASTE,시금치페이스트,,A1001306000033,식품원료,원료이기에 사용기준 없음,,사용가능,
5376,SPINACH PUREE,시금치퓌레,,A1001306000034,식품원료,원료이기에 사용기준 없음,,사용가능,
5377,SPINACH FLAKE,시금치플레이크,,A1001306000051,식품원료,원료이기에 사용기준 없음,,사용가능,
5378,"Crowberry, Korean crowberry",시로미열매,,A1001308230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5379,Szechuan pepper,시물란스초피열매,,A1003098230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5380,Szechuan pepper powder,시물란스초피열매분말,,A1003098230001,식품원료,원료이기에 사용기준 없음,,사용가능,
5381,Szechuan pepper,시물란스초피열매오일,,A1003098230020,식품원료,원료이기에 사용기준 없음,,사용가능,
5382,Szechuan pepper,시물란스초피열매추출물,,A1003098234500,식품원료,원료이기에 사용기준 없음,,사용가능,
5383,,시베리아철갑상어,,A3000517000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5384,SIBERIAN STURGEON CAVIAR,시베리아철갑상어알,,A3000517050000,식품원료,원료이기에 사용기준 없음,,사용가능,
5385,CISSUS QUADRANGULARIS(연구조사용),시서스추출물,,A1002826004500,식품원료,원료이기에 사용기준 없음,,사용불가,
5386,CISSUS QUADRANGULARIS EXTRACT,시서스추출물(기능성원료인정제2018-14호),,C9000971000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5387,HADJORA EXTRACT POWDER,시서스추출분말,,A1002826004501,식품원료,원료이기에 사용기준 없음,,사용불가,
5388,SHEA STEARIN,시아스테아린,,A1053954000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5389,SHEA OLEIN,시아올레인,,A1053953000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5390,SHEA BUTTER,시어버터나무씨앗,,A1001311320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5391,SHEA BUTTER OIL,시어버터나무씨앗오일,,A1001311320020,식품원료,원료이기에 사용기준 없음,,사용가능,
5392,"CYCLODEXTRIN (ALPHA, BETA, GAMMA)",시클로덱스트린,,B2000038000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,안정제,"기타, 별도 확인 필요",
5393,CYCLODEXTRIN SYRUP,시클로덱스트린시럽,,B2000136000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,안정제,"기타, 별도 확인 필요",
5394,ALLYL CYCLOHEXANEPROPIONATE,시클로헥산프로피온산알릴,,B1000117000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
5395,CITRAL,시트랄,,B1000118000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
5396,CITRUS BIOFLAVONOID,시트러스바이오플라보노이드,,P1000019000000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5397,CITRONELLAL,시트로넬랄,,B1000119000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
5398,CITRONELLOL,시트로넬롤,,B1000120000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
5399,,시트론,,A1001313000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5400,Citron peels,시트론껍질,,A1001313770000,식품원료,원료이기에 사용기준 없음,,사용가능,
5401,,시트론주스,,A1001313000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5402,,시트론추출물,,A1001313004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5403,,시호,,A1001314000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5404,,식물성유지 디글리세라이드(기능성원료인정제2009-21호),,C9000202000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5405,,식물스테롤,,A6000027000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5406,PHYTOSTEROLESTER,식물스테롤에스테르,,A6000026000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5407,SALT(SODIUM CHLORIDE),식염,,P0129120000000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5408,,식용개구리,,A4000038000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5409,,식용개구리/다리,,A4000038210000,식품원료,원료이기에 사용기준 없음,,사용가능,
5410,SILK POWDER,식용누에번데기고치분말,,A4000010290001,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5411,,식용달팽이,,A4000040000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5412,,식용달팽이분말,,A4000040000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5413,,식용달팽이추출물,,A4000040004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5414,,식용달팽이추출물분말,,A4000040004501,식품원료,원료이기에 사용기준 없음,,사용가능,
5415,FOOD GREEN NO.3,식용색소녹색제3호,,B1000121000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5416,"BROWN HT, CHOCOLATE BROWN HT(외화획득용)",식용색소브라운(외화획득용),,BZ000068000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
5417,FOOD RED NO.106,식용색소적색106호(외화획득용 등),,BZ000053000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
5418,FOOD RED NO.102,식용색소적색제102호,,B1000395000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5419,FOOD RED NO.2,식용색소적색제2호,,B1000123000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5420,FOOD RED NO.2 ALUMINUM LAKE,식용색소적색제2호알루미늄레이크,,B1000124000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5421,FOOD RED NO.3,식용색소적색제3호,,B1000125000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5422,FOOD RED NO.40,식용색소적색제40호,,B1000126000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5423,FOOD RED NO.40 ALUMINUM LAKE,식용색소적색제40호알루미늄레이크,,B1000127000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5424,FOOD BLUE NO.1,식용색소청색제1호,"E133, INS133, INS NO 133",B1000128000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5425,FOOD BLUE NO. 1 ALUMINUM LAKE,식용색소청색제1호알루미늄레이크,,B1000129000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5426,FOOD BLUE NO.2,식용색소청색제2호,,B1000130000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5427,FOOD BLUE NO. 2 ALUMINUM LAKE,식용색소청색제2호알루미늄레이크,,B1000131000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5428,FOOD YELLOW NO.4(TARTRAZINE),식용색소황색제4호,"E102, INS102, INS NO 102",B1000132000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5429,FOOD YELLOW NO.4 ALUMINUM LAKE,식용색소황색제4호알루미늄레이크,,B1000133000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5430,FOOD YELLOW NO.5(FD&C YELLOW 6),식용색소황색제5호,,B1000134000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5431,FOOD YELLOW NO.5 ALUMINUM LAKE,식용색소황색제5호알루미늄레이크,,B1000135000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5432,BIG-BELLY SEA HORSE,식용양식해마,,A3001004000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5433,,식용양식해마분말,,A3001004000001,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5434,,식용얼음,,P0129170100000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5435,EDIBLE B. TALLOW,식용우지,,P0202090200000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5436,,식용자라유,,A4000041000020,식품원료,원료이기에 사용기준 없음,,사용가능,
5437,MEAT CASING,식육케이싱,,P1202050005800,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5438,VINEGAR,식초,,P0121010000000,식품유형,세부성분확인,,"기타, 별도 확인 필요",
5439,VINEGAR SOLID,식초고형분,,P1121010000004,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5440,,신령주름버섯균사체발효분말,,A1001316B31901,식품원료,원료이기에 사용기준 없음,,사용가능,
5441,,신령주름버섯균사체추출물,,A1001316B34500,식품원료,원료이기에 사용기준 없음,,사용가능,
5442,,신령주름버섯분말,,A1001316B90001,식품원료,원료이기에 사용기준 없음,,사용가능,
5443,,신령주름버섯자실체,,A1001316B90000,식품원료,원료이기에 사용기준 없음,,사용가능,
5444,AGARICUS BLAZEI MURILL WATER EXTRACT,신령주름버섯자실체추출물,,A1001316B94500,식품원료,원료이기에 사용기준 없음,,사용가능,
5445,,신령주름버섯추출물,,A1001316004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5446,MARASQUE,신양벚나무열매,,A1001319230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5447,MARASQUE CONCENTRATE,신양벚나무열매농축,,A1001319230800,식품원료,원료이기에 사용기준 없음,,사용가능,
5448,CHERRY JUICE COCENTRATE GRANULES,신양벚나무열매농축과립,,A1001319230843,식품원료,원료이기에 사용기준 없음,,사용가능,
5449,SOURCHERRY JUICE CONCENTRATE,신양벚나무열매농축과즙,,A1001319930826,식품원료,원료이기에 사용기준 없음,,사용가능,
5450,TART CHERRY POWDER,신양벚나무열매분말,,A1001319010001,식품원료,원료이기에 사용기준 없음,,사용가능,
5451,SOUR CHERRY JUICE,신양벚나무열매주스,,A1054033230025,식품원료,원료이기에 사용기준 없음,,사용가능,
5452,SOUR CHERRY FRUIT EXTRACT,신양벚나무열매추출물,,A1054034234500,식품원료,원료이기에 사용기준 없음,,사용가능,
5453,SOUR CHERRY PUREE,신양벚나무열매퓌레,,A1001319000034,식품원료,원료이기에 사용기준 없음,,사용가능,
